"",mz,mzmin,mzmax,rt,rtmin,rtmax,Naive_007,Naive_027,Naive_071,Naive_109,Naive_127,Naive_139,QC_001,QC_003,QC_005,Semi_025,Semi_045,Semi_061,Semi_091,Semi_143,Semi_157,isotopes,adduct,pcgroup
"1838",299.110572196575,298.924423840257,299.111278770998,57.7370944053433,57.208429415273,58.5536218507401,210647.290973299,271821.333095384,289613.014408143,,315968.01418125,195584.048823183,496939.916933807,939139.236480599,929137.437143478,156796.6129292,222544.01131374,301140.466956889,225351.085157134,256198.9383668,473657.265370038,"","",1393
"1839",299.091924343208,299.05641728579,299.162731984328,153.725625678307,148.0228115439,155.448438954509,594552.031711334,1026307.24266836,,,,,5166412.77012706,3717283.37911607,3233256.549416,717073.372935858,220757.341987242,446065.015842285,557010.84817258,,2241807.24973461,"","",786
"1840",299.20084203299,299.139263768735,299.278122271755,23.6464431960982,23.2365321389791,24.5330902066354,551295.19512126,215713.80900792,116126.857263273,329569.1339145,237631.06524327,242593.906623158,93154.411363968,486002.304347777,338431.732833882,359888.603365588,214014.16899735,374739.233723182,2061582.52279803,534218.792105143,528033.132895036,"","",33
"1841",299.6338875471,299.633443615862,299.634637109162,144.975442385862,144.613657825463,145.363764156663,16537724.3239651,18679830.9208945,23903504.3793766,25485768.1940399,31576018.760076,21440966.1635662,,40163.9812064446,,16941359.6735102,19954669.737889,25009691.309025,20092926.3480606,26007920.2619886,28884837.910001,[137][M]2+,[M+2K]2+ 521.348,3
"1842",299.645151228251,299.645122647504,299.6451752746,152.568508305524,151.896110176082,152.897692424979,18948.9417199426,34985.1229090207,91954.2877754433,129915.357657196,221064.023469566,49784.4631083475,2573702.04386304,1852104.8009028,1983012.52716168,46754.8231722476,160719.958020857,144254.377905555,148081.056376455,94661.9871024133,53535.6798008011,[136][M+1]+,"",787
"1843",300.005076422139,300.004518358207,300.005919407249,116.949492052395,116.184602967873,117.760251737694,2030631.45592421,2595507.00754255,1888344.13560063,2647571.01457886,3441821.01504104,1477063.30230474,178733.383301084,199697.154600235,301714.886161691,868963.030056002,982063.079464001,1100637.44287855,925625.470272003,2021904.65653312,3607238.38978232,"","",8
"1844",300.135670829394,300.134981357448,300.161100953195,145.006740532752,144.613657825463,148.909564777689,5023031.58539417,5389843.00246292,6975991.05405027,7367260.94933399,9002820.96122889,6914090.33948076,,1012576.139423,924667.450924844,5193693.95729657,5768494.05872739,7477829.18709233,6005450.42749459,7448579.89157308,8287769.79146401,[137][M+1]2+,"",3
"1845",300.204595444463,300.181080480486,300.290698129538,24.4802618847225,23.5876303046048,25.4794032630986,8389.23156016164,111625.973610667,11289.1450773126,,16379.8720330177,4622.04966385576,203382.116535467,185254.720017273,199146.677584235,18357.3194447279,72719.9816719115,654035.618156954,366694.397650091,272710.385103877,348058.82894805,"",[M+H]+ 299.201,33
"1846",300.202759851025,300.148196644357,300.217431458249,55.8620856211579,55.2236400552036,59.1031033065577,4683739.53242353,119212.920193971,285768.578862918,149991.479655883,129349.7753424,366927.428903467,1375351.38238362,792893.89112193,1003713.57863105,123584.5808964,177924.8735524,182399.403974857,388491.412777527,347413.705058954,144530.456837575,"","",2476
"1847",300.217474882251,300.217333218283,300.218079690075,102.755983467553,99.5407776682167,106.563058644731,314750.7479475,445387.703072401,24665.2032272101,50275.8241844811,71389.1260642546,226109.909589546,481601.440839273,453515.450831521,469111.306224001,25922.4019646289,12320.1324111784,153479.910085381,200816.2520544,109594.117824053,251883.138827571,"","",1518
"1848",300.642102321361,300.641313403622,300.685593501306,145.311095928178,144.592647934645,150.186718892238,7107814.1030475,10859102.4371745,6746601.80038255,14834216.9493968,18144244.220774,8806094.6114064,12505023.5780317,10745130.619476,11850283.0645383,6933317.06883776,6282473.33683516,5876647.2424829,6405776.15492099,12797238.887532,8833257.24850799,[137][M+2]2+,"",3
"1849",300.8114587553,300.721903539036,300.919823132824,74.22263893367,72.3773149987597,81.9205273843974,62358.7225577671,44300.4502749089,128272.5456384,1505616.12019137,1825958.7419094,1586110.83786333,1897864.7020671,1873036.0717839,1749690.65390108,806714.478298235,761941.86717091,760098.655222105,719653.248045693,1565147.709933,773942.763460173,"","",2310
"1850",300.90536168347,300.905326606372,300.906749653781,112.85999985809,108.302588422358,113.846640170419,24728569.9213022,13134143.00628,3691635.96650911,6590942.5224437,16456670.9845922,3963858.50163765,20112399.3944688,5942104.40166372,6322660.33514459,4196933.2683768,2332640.96300245,5110748.030724,2557333.08869586,4076812.61275909,6786522.48749657,"",[M+H]+ 299.9,18
"1851",300.905378983015,300.83183762655,300.905421934436,103.308198567888,101.036780447728,105.337146508808,133136.549612443,616543.321951052,58310.1651936644,,,6530.34748265016,317690.183288,368219.5665204,8137011.28935971,4277804.80027411,1549121.4692576,5608505.96822883,2239718.56598133,1761142.4469699,6162757.9519641,"","",1693
"1852",300.918663686519,300.826413084874,300.919380858834,90.60931665866,86.0677089946267,91.5081441171954,6076766.08632978,3781955.84805086,3292059.053836,319094.967556907,3223006.1189385,3854258.6902984,,,,2000615.36960286,401069.109299322,11129.2481146677,13162.4006044746,,2590324.87748288,"","",930
"1853",301.143473804464,301.142889549063,301.168915737257,145.052512373578,144.243407102997,146.437278573932,2031627.06078171,2927383.26673664,1758842.79637083,4197146.88796765,4968213.93126621,2531784.54504032,15193761.9505675,17384970.3668467,15090322.022028,2175261.54464076,1593879.15724609,1582252.22171303,1559618.27053886,3220131.63565327,1952832.9057952,"",[M+H-H20]+ 318.158,3
"1854",301.141559985419,301.141524915818,301.142937102506,64.7028247139008,60.9970001227934,69.7205054879676,4391945.03652286,1736648.88932066,4821649.34229339,5659060.25481586,1987294.34269747,3778020.7444631,4235526.29239864,2317617.7929396,377846.614728,5375376.13168574,5032828.00069138,5574469.69085023,5337348.63809272,4812820.0047157,5779829.20023683,"","",1808
"1855",301.141648298603,301.141550416032,301.142904783528,113.687788633282,112.408113557244,115.513181030442,1878913.59012957,1362267.646077,2485646.039835,4023504.14893893,3039604.68445179,1938317.06429377,1859067.86429056,1858182.45203423,1399922.92094692,1423706.16159924,1507273.29861547,1525537.13910104,1303381.29979231,1660290.52866092,2378511.47689024,"","",1078
"1856",301.118937539305,301.118399234463,301.119246466777,23.8715176292775,23.320538504539,24.2314324233018,402200.813556065,107236.664321333,35004.3049944546,,6075.28375362575,191064.42835272,411260.548818471,432281.358134318,425669.46588285,167014.901335269,179362.214068269,383397.10525104,170292.010462722,423278.121487546,595562.159013309,"","",33
"1857",301.21679637403,301.21663036348,301.293886373936,24.0045588262054,23.3963764837589,25.285541187063,1641179.04079987,3935855.93089028,3064531.81383684,3470103.78858225,3659629.8690228,3917523.85432883,874441.374520717,776849.872752,843145.37723988,7235283.11308892,10164910.8626115,10041934.1685417,6136732.1287288,11700309.5841606,10977993.8039833,[138][M]+,[M+K]+ 262.252,33
"1858",301.649330028526,301.635197190859,301.670323179793,144.33008764906,143.803068024162,147.055548891154,896169.919472574,1055228.7665516,799364.847341293,1876625.37404689,1833967.85137888,1385342.29933368,3052947.05529091,5725594.14786199,4294819.23063086,2310967.94275242,2177442.54454128,2056815.06798461,929972.873181893,1619397.540845,1125148.0399796,"","",1906
"1859",301.939036245278,301.877676132246,301.939128163357,82.6906704968635,81.63682360679,86.3475757060129,,,,,,,891295.332755334,561025.402411765,351414.8447355,778769.017139701,251733.9232,957452.676713739,1307449.0642496,1156384.84931687,2054005.06216955,"","",7
"1860",301.96300401601,301.942384245142,301.963810691303,118.30683730765,116.790865392904,119.054953972217,254213.11047519,482991.3486,427027.473306001,,563490.931960124,,765703.950502615,749564.977462,1149881.50058443,,216221.299525791,386317.081000597,76981.5996831452,629576.084766,327684.945374405,"","",388
"1861",302.220159715161,302.139224847537,302.221476790391,23.9943164053293,23.3963764837589,25.0380536388298,268533.920558291,773908.7901696,632740.576383439,656206.947273409,732517.129493334,758389.333369584,131451.36075505,142455.460685294,127965.888531879,1578394.75687518,2126301.73174187,2161531.16395192,1272631.0775802,2409987.82757562,2220451.01094738,[138][M+1]+,"",33
"1862",302.233306814442,302.232895947911,302.23433910605,100.783892280048,98.2242272387694,103.996348887654,1046311.80187345,1766504.1464875,450873.907296572,326297.7943,911933.514793636,505209.06644712,527795.80510272,474771.298936552,523076.767965,200677.602338181,285803.552322,326913.28725,259076.622196,1435181.7394469,948564.12793258,"","",1532
"1863",302.17152431868,302.136559137543,302.177165534441,144.174102218736,140.486577448437,146.700235731349,2893574.09199867,2233588.04778033,2101553.989056,818405.094370107,3122382.11860264,2254090.33509345,148315110.81439,194355177.807388,170054390.598754,2184635.60318823,2397125.33426063,2475035.20643999,1649980.82881589,3245166.54703754,3257665.96990321,"","",1925
"1864",302.214894716802,302.145154638249,302.233164333572,58.7460953903455,58.1693933283784,60.7393420166645,1738921.3087158,,,,,,516723.461617371,445335.714169412,501904.640719164,402986.636201372,591455.3928408,485180.292959376,478119.139418,2723831.54206492,937312.349091741,"","",1385
"1865",302.30622751136,302.305616051241,302.306307541028,25.0266441032683,24.7896486250905,25.7485431884811,,,,,,,331227.2754045,264989.964208588,277652.928373358,,,,,98075.2448116333,4570.63229565072,"",[M+H-CO]+ 329.3,33
"1866",302.657438888705,302.657016931995,302.678293151448,143.280671715597,142.905203956755,145.324912293965,1518854.58369216,1263139.19214277,1128313.504017,2240372.12026593,1720739.96143327,1296494.888832,42984266.1773484,59004255.9708359,51498805.5302944,3132261.24433282,3423440.91394511,3281031.72326401,1547211.56167933,1522081.01262496,2039992.3470525,"",[M+2K]2+ 527.394,40
"1867",302.746132495436,302.7460004048,302.746158769698,72.80044566712,71.7783088987048,73.5254856778877,11621.897663907,42929.7988003276,,,,,14456434.4087737,14236018.1084509,13739110.084264,897296.505553848,809436.22322713,847122.74752823,819404.5399092,848227.014776348,929947.249492259,"","",20
"1868",302.899598671209,302.899494930818,302.900900200828,112.657058712581,110.463923344146,113.303120405551,1632278.10405584,1356266.85471529,1582876.61780287,1161542.21582735,99037.5393404736,144421.091493738,1028813.54806731,1358272.21515456,1466465.43999852,1136406.76629706,961546.279099279,733062.715223294,726144.4931025,1541427.99497662,1276671.4778675,"","",1079
"1869",302.808456856493,302.80820970723,302.906672291506,76.6763978850151,72.7509635921953,78.2806957315542,7822.82395870027,7372.91201813842,30570.738221092,14575.2354410139,11790.7407655687,9512.64291540314,111159.9822,594015.3500996,583523.424819857,135740.092671158,165145.114718182,463094.569273604,516823.999363201,265561.76818248,244683.990340909,"","",2311
"1870",303.007141456903,303.007054711814,303.007145453501,24.4747822941746,24.0190514883272,24.5002479526886,,,,,,,551004.625584424,550274.7633256,484265.340036277,2736.82327411025,,,,,,"","",1632
"1871",303.087754967162,302.98488377961,303.167182152662,116.041798403383,114.950703847382,116.863726867732,,,,,,13534.8985380465,,,258802.578360001,741335.849855999,686514.564194182,32303.3003121802,360480.861819692,297761.516557412,202212.437288,"","",8
"1872",303.174222531884,303.154430466587,303.194038661071,145.924350048225,144.340629768251,147.177733621496,6427508.85860487,8046946.86997774,1166012.138291,4627807.62952632,8411520.03903391,8156436.22512338,83411330.3069903,54983662.9884697,51704133.2520438,10934341.842804,11283047.9286469,1653293.956206,3862794.04597058,11253397.2770182,9640424.14209804,"","",220
"1873",303.232375115232,303.159827121048,303.233713742847,23.8322172604997,23.4771282929788,24.1390960442951,246834.771706546,301088.778190909,47946.495835,319237.1625124,449479.632608334,381899.219193131,904954.1335254,960840.4132613,833570.67212375,184411.341273933,521330.614552286,1272124.50643022,622212.390120316,1154143.6909065,1271969.20515834,[138][M+2]+,"",33
"1874",303.657151362596,303.647780473835,303.6956024698,144.864610715264,144.177529281376,147.177733621496,1097200.23590128,1907215.63509483,1106196.96452751,671748.47252457,908908.24069584,1986071.61178381,14103232.3785227,19228547.8792239,18680946.906504,264295.644843818,2547345.275724,745871.189972573,728166.733093057,1349816.30473847,3486235.97243701,"",[M+2Na+K-H]2+ 523.369,3
"1875",303.988448270632,303.898131589846,303.989791775614,109.790407378091,108.905260669878,110.72365992339,861356.652143187,216916.708129875,270195.569409,205711.308917648,176347.327382182,97076.4151478181,403012.32244906,448897.06109313,406348.111564364,248780.519160923,242885.837249999,230019.783252,407778.609477273,245080.3830496,736016.541153428,"","",1546
